Pair,1H Close,1H RSI,1H EMA50,1H EMA200,4H Close,4H RSI,4H EMA50,4H EMA200,1D Close,1D RSI,1D EMA50,1D EMA200,1H Close/EMA50,1H Close/EMA200,4H Close/EMA50,4H Close/EMA200,1D Close/EMA50,1D Close/EMA200
DNA/BTC,8.22e-06,41.091024276973314,8.320383471139142e-06,8.385663016036621e-06,8.22e-06,48.783034230216415,8.276651193926234e-06,8.745636937467047e-06,8.45e-06,47.03193203194852,9.939676982169297e-06,1.3352093890889696e-05,0.9879352350180323,0.9802444939988871,0.9931553000605114,0.939897237762618,0.8501282300378961,0.6328595401628762
DNT/BTC,3.47e-06,17.670903966767877,3.814905629584138e-06,4.092159922891077e-06,3.47e-06,21.102028303269808,4.114325910382727e-06,4.8207202178742035e-06,4.06e-06,39.90029352758833,5.1980791921502435e-06,7.681049001598025e-06,0.9095899969557736,0.8479629499788645,0.8433945379103938,0.7198094565069301,0.7810577426621574,0.5285736361212285
DOGE/USDT,0.002356,31.52353489982679,0.00241453291185856,0.0025733600939068465,0.002362,38.6137556408669,0.002554402637623094,0.002813210400976757,0.002332,33.70263579835302,0.0029670841365507586,0.0043533652733012684,0.9757580807571163,0.9155345206364599,0.9246780304759913,0.8396101476021505,0.7859568157413138,0.5356775399257009
DOPE/BTC,2.01e-06,36.323802884563285,2.149230116034904e-06,2.425719911179409e-06,2.01e-06,20.5840658450938,2.406523910617664e-06,2.7180644175352336e-06,2.37e-06,39.421705144320455,3.006878423564189e-06,5.534217938745926e-06,0.935218609214462,0.82861998647763,0.835229598647166,0.739496822456727,0.7881928252991127,0.4282447901820525
DOV/BTC,2.6e-06,8.999013520705958,2.974316756709287e-06,3.5268614452068483e-06,2.6e-06,18.086952796578764,3.510639079527445e-06,5.762834983619682e-06,3.3e-06,25.47791152442661,6.403994798611347e-06,1.2643449155394639e-05,0.8741503386063622,0.7371993599389929,0.7406058957077345,0.451166831497042,0.5153033541994096,0.2610047273842181
DPY/USDT,0.1863,31.456804776935574,0.21596759608224303,0.28322688465011736,0.1913,28.243473482796613,0.2794650913321033,0.4541670878566562,0.2139,16.591216160464285,0.6125977372034771,1.0063431586462,0.862629410057677,0.6577765392227669,0.6845219883748128,0.4212106185474583,0.3491687726051005,0.2125517505258868
DRG/BTC,2.7300000000000003e-05,48.099915753005725,2.6940153663258766e-05,2.770155238609218e-05,2.7300000000000003e-05,50.668248635712224,2.7774949927081245e-05,3.51446913512002e-05,2.3e-05,37.505746053751174,3.401906045171368e-05,2.1006203146639086e-05,1.0133572488575668,0.9855043363456489,0.9829000618064786,0.7767887254206232,0.6760915702726704,1.0949146706543165
DRGN/BTC,2.6700000000000002e-05,41.91902726317621,2.7873719281660274e-05,2.9190057985931378e-05,2.6700000000000002e-05,38.7223992029955,2.922148050610173e-05,3.612057551230539e-05,2.862e-05,31.845206640449963,4.2076606102213207e-05,8.578724154402821e-05,0.9578915440096102,0.9146949969358916,0.9137114046779656,0.7391908800263709,0.6801879393617396,0.3336160422562542
DRPU/BTC,1.8e-05,20.7587218263808,1.898963638309584e-05,1.9521967421105666e-05,1.8e-05,39.249924159105504,1.9747148302326927e-05,2.2273399310752834e-05,2e-05,47.31597772021288,2.353277017009335e-05,3.444377476398216e-05,0.9478854485082825,0.9220382152948258,0.9115240197937314,0.8081388812218806,0.8498786949195223,0.580656450608137
DSH/BTC,2.66e-06,38.08302109879895,2.6752423575549917e-06,2.7691827659652387e-06,2.66e-06,45.942195761594846,2.7777643073314352e-06,3.466097862837984e-06,2.72e-06,43.28357865180068,3.3405941634192868e-06,3.3557585230366483e-06,0.9943024386138524,0.9605722066065288,0.9576046437703096,0.7674336113008753,0.8142264121110498,0.8105469989356248
DTA/BTC,3.1e-07,21.086801973465988,3.6239220242786006e-07,4.3426217338764465e-07,3.1e-07,30.24477943321334,4.336491825017704e-07,6.82431454736382e-07,3.8e-07,22.31901211033323,8.05441978649858e-07,8.662251424862559e-07,0.8554267942939816,0.713854484680797,0.7148635637027504,0.45425807654154887,0.4717906566491411,0.4386850269773015
DTB/BTC,3.9399999999999995e-05,57.6839849697921,3.9370181961474016e-05,4.413630791093855e-05,3.9399999999999995e-05,45.86303991697247,4.350822975237948e-05,4.9788208180581204e-05,4.449e-05,41.0732723528207,5.1717639508468736e-05,6.540924009091011e-05,1.0007573761928548,0.8926890776524438,0.9055758008137574,0.7913520377575488,0.860248078273464,0.6801791297095768
DYN/BTC,0.0002061,76.3909402546262,0.00019886311811855145,0.0001978021593830829,0.0002102,82.9556284931344,0.00019819424374179016,0.00019772066157982087,0.0001972,47.05856193119987,0.00019856282867670918,0.00023535651867264486,1.0363912722978341,1.0419502023779563,1.0605757060929129,1.063116005785471,0.9931365367536737,0.837877791157693
EBST/BTC,1.028e-05,31.88915198732058,1.0889257581038847e-05,1.1468403841133132e-05,1.035e-05,31.279588338039087,1.1507514940336707e-05,1.3584499574388147e-05,1.155e-05,37.93820598398124,1.5039579605034464e-05,2.4671512575473055e-05,0.9440496676192388,0.8963758289649039,0.899412258307888,0.7618977749841895,0.7679735938984401,0.46815127222812924
EBTC/BTC,6.08e-06,35.79856574631282,6.496580430471248e-06,6.447483163044651e-06,6.08e-06,44.8762366188236,6.486891495341199e-06,7.377062351701857e-06,7.39e-06,52.30876973209614,7.989358306329877e-06,1.5389948068512244e-05,0.935876968671497,0.9430036257944849,0.9372748109578489,0.8241763062497865,0.9249804197847764,0.48018355663719897
ECH/BTC,1e-05,0.0,1.0000000000000013e-05,1.000000000000002e-05,1e-05,0.0,1.0000000000000013e-05,1.000000000000002e-05,1e-05,43.922326446598056,1.0856042542221772e-05,3.432177811200311e-05,0.9999999999999988,0.9999999999999981,0.9999999999999988,0.9999999999999981,0.9211459849302898,0.29136019606463137
EDG/BTC,4.29e-05,43.257961527678795,4.348541008446749e-05,4.405219378853527e-05,4.286e-05,40.237046121436656,4.409322890426317e-05,4.6016787065080375e-05,4.425e-05,46.0415685103404,4.847650129846255e-05,7.583878077109486e-05,0.9865377816759605,0.9738448034150995,0.9720313314558839,0.9313992291418388,0.9128134006115537,0.5834745700034436
EDO/BTC,0.0001013,40.19046149108197,0.00010312791698300592,0.00010560360529556793,0.00010190000000000001,43.945032403992,0.00010523169178242675,0.00011985742676008266,0.0001127,45.37545260344334,0.00012960630677055313,0.00017383747034136268,0.9822752457677669,0.9592475533053743,0.9683394638440744,0.8501767704722392,0.8695564498995949,0.6483067187913646
EFL/BTC,8.54e-06,57.00648482970038,8.020444073365017e-06,7.5271829610151806e-06,8.53e-06,58.89547790390989,7.751858089014971e-06,9.300708218015622e-06,8.32e-06,46.224643968529776,9.855530497053971e-06,1.6375401982534758e-05,1.064778947634629,1.1345545928975562,1.1003813410990742,0.917134459016492,0.8441960584959912,0.5080791304466129
EGC/BTC,1.125e-05,59.483761923399385,1.0555321819900703e-05,1.0692968255466428e-05,1.125e-05,57.369363339428546,1.0759989681898113e-05,1.273212250714209e-05,1.025e-05,29.071634479717822,1.4004524461565326e-05,2.3765182203880856e-05,1.065813074385811,1.0520932758075672,1.045540036058422,0.8835918750930419,0.7319063227123906,0.43130323647702457
EKO/BTC,1.2e-06,5.376409861965233,1.3280900218475786e-06,1.4047347069495013e-06,1.2e-06,28.68263774773147,1.4218954427465357e-06,1.967408746095124e-06,1.3e-06,27.535991197234345,2.312367567200098e-06,4.3007616397981725e-06,0.9035532081858535,0.8542538274760081,0.8439439103075524,0.6099393440136613,0.5621943580423459,0.3022720412984819
ELA/BTC,0.001115,45.096428310587314,0.0011641781098280614,0.0013507858497382706,0.001115,35.23036639638925,0.0013244176725169551,0.0008980071368729371,0.001099,47.426473370855646,0.0008550989211615662,0.0002869161201867426,0.9577572285435564,0.8254454251323727,0.8418794336087553,1.2416382389595266,1.2852314191989842,3.8303877777404187
ELE/BTC,1.8000000000000001e-06,59.59460480139244,1.7929843239938763e-06,1.740256978951809e-06,1.8000000000000001e-06,53.953134021482256,1.756146224112506e-06,1.7669505719413002e-06,1.8000000000000001e-06,52.195371900998204,1.862207121128086e-06,3.6902472760350013e-06,1.0039128484907756,1.0343299994028328,1.024971597060294,1.0187042176411247,0.966594950463726,0.48777219122671267
ELEC/BTC,1.43e-06,38.821197683120594,1.495854968203617e-06,1.7276185495640774e-06,1.43e-06,36.73177216459766,1.7147076693669138e-06,2.842362034306524e-06,1.43e-06,16.76625603044695,3.574137911769681e-06,3.993032554351149e-06,0.9559750312674345,0.827729014811068,0.8339613950219104,0.5031026951318288,0.40009648069006853,0.3581238020315537
ELF/BTC,6.038e-05,40.68904153511677,6.2996285745136e-05,6.911854910029961e-05,6.069e-05,36.49432775225017,6.90224917671653e-05,8.241322851138105e-05,6.414e-05,32.46219404848201,8.768984219726037e-05,9.843230256545352e-05,0.9584692063319303,0.873571577904234,0.8792786010207596,0.7364109026698168,0.7314416173279861,0.6516153572385395
ELIX/BTC,1.425e-05,32.4424291197188,1.5583360888252587e-05,1.8297364824125917e-05,1.399e-05,28.889684696359897,1.863780310482551e-05,2.5003089437490546e-05,1.6e-05,32.48839216404148,2.6006878033742984e-05,3.266237281012913e-05,0.9144368857389594,0.7788006708600311,0.7506249487300277,0.5595308545760302,0.6152218647405728,0.4898603078536334
EMC/BTC,0.00030439999999999997,48.51384017064638,0.0003069516961815813,0.00032412558484993815,0.0003043,31.19845288012264,0.0003235726969094224,0.0003756699274090808,0.000307,25.99178677039805,0.00037532555799561334,0.00037175339460085926,0.991686978070739,0.9391421542391644,0.9404378147677355,0.8100195884687797,0.8179565538768561,0.8258162654563435
EMC2/BTC,1.341e-05,41.449798987101076,1.3795877485708096e-05,1.4466436274417773e-05,1.344e-05,35.99875126851668,1.4464692664133667e-05,1.6552194987519478e-05,1.4000000000000001e-05,33.863531858838876,1.7702879200359198e-05,3.221182355069641e-05,0.9720295076476398,0.9269732880733067,0.9291590434773307,0.8119769015610253,0.7908318099869278,0.43462301902797196
EMGO/BTC,1.8e-05,32.623236099866645,2.143163198731076e-05,2.0979475724326814e-05,1.8e-05,35.311466217210544,2.18825815423652e-05,2.542501772879265e-05,2.5e-05,50.21876869800674,2.7503761093645478e-05,4.327233596084015e-05,0.8398800432303728,0.8579814022296108,0.8225720518921212,0.7079641081082054,0.9089665924191018,0.5777363168612868
ENG/BTC,0.00011259999999999999,39.88182094870413,0.00011518108007819206,0.0001233216233700124,0.00011279999999999999,33.98875024184325,0.00012340454451186667,0.00015731071560884299,0.00011279999999999999,27.24725819198728,0.0001698094757399279,0.00022090900082495117,0.9775911106542856,0.9130596640149359,0.9140668234398213,0.7170522336220249,0.6642738840602693,0.5106174921744496
ENJ/BTC,6.18e-06,30.57023696624535,6.415523411210984e-06,6.651033027589783e-06,6.18e-06,34.97530532938243,6.672862910179732e-06,7.736346627394234e-06,6.2e-06,31.521348776850328,8.061475726652071e-06,5.033104927696908e-06,0.9632885119241538,0.9291789672918709,0.9261392123869577,0.7988266681480837,0.7690899545231104,1.2318439788293962
ENRG/BTC,3.76e-06,51.38498875940074,3.714866897081086e-06,3.6097938597792153e-06,3.76e-06,52.876295119769935,3.6458834248476366e-06,4.376272865568058e-06,3.61e-06,37.06716929968293,4.78200478160284e-06,9.24497204370472e-06,1.0121493189848543,1.0416107251703208,1.0313001162831015,0.8591786014037626,0.7549135069643311,0.3904825220599987
EOS/USDT,4.9,34.72293456592951,5.0912243642536446,5.879572990414588,4.89,32.898340348938284,5.744280567106188,7.095740983063009,4.9,23.258100533481446,7.844486551916156,9.09207940720946,0.9624403973244112,0.8333938549599476,0.8512815387190338,0.6891457864192134,0.6246425393900494,0.538930620878058
ERC/BTC,2.728e-05,53.63022587548317,2.7430521714664505e-05,2.932575601526684e-05,2.728e-05,35.59591935824865,2.9269747030507745e-05,3.367896312458106e-05,2.777e-05,30.3292375489122,3.6072714299071995e-05,5.038755698876765e-05,0.9945126193285622,0.9302402974981504,0.9320203543804516,0.8100011837980045,0.7698339462277284,0.5511281288392382
ERO/BTC,3.8e-06,9.032456507144284,3.937322812556769e-06,3.887743898133087e-06,3.8e-06,30.848986907627893,3.9085693832266336e-06,3.931278963247744e-06,4e-06,53.88710426966377,3.930856364136078e-06,4.668974633926673e-06,0.965122795591252,0.9774306383259396,0.9722227309837324,0.9666065510804426,1.0175899675436546,0.8567191543373076
ETBS/BTC,0.00011999999999999999,18.313639101963826,0.00013006750577228897,0.00013702663134223804,0.00011999999999999999,35.21987970917194,0.00013606677633778056,0.00014651418380622202,0.00014,46.689811845164506,0.00015694352253302452,0.00018351889362608809,0.9225978409248939,0.8757421737989581,0.8819199163071564,0.8190333309893779,0.8920406381890706,0.7628642328524714
ETC/USDT,12.79,28.366279278797013,13.404029035906813,15.02799859963094,12.82,31.949667562180394,14.697833610852046,16.14241908635563,13.15,34.684111760338624,16.172792530964056,20.56421617561263,0.9541907112956897,0.8510780670630418,0.8722373881368776,0.7941808431201056,0.813093964745007,0.6394603075411528
ETH/USDT,294.49,17.768641290105975,320.36482104507206,358.3678250516872,293.93,23.887274875819653,353.12228781077135,416.1153439271712,308.65,21.580942100255214,441.1158972438653,605.5521082033596,0.9192332636253101,0.8217534594728918,0.8323745346753901,0.7063666463869783,0.6997027355587839,0.5097001493657546
ETN/BTC,1.17e-06,42.62131284231053,1.1958376831293682e-06,1.2326126346443476e-06,1.17e-06,40.021308822294564,1.2353853994011323e-06,1.4829780916548734e-06,1.18e-06,33.314672411627086,1.6105294844030304e-06,1.417893407553705e-06,0.9783936536756778,0.9492033158800018,0.9470728734265205,0.7889529903266357,0.7326782970616564,0.8322205278010686
ETP/USD,2.63,55.65839959965077,2.5540703679688703,2.4742617603902533,2.63,59.81999460550863,2.4350707572247865,1.9786247680786524,2.5,68.64073072612109,1.8046251894509775,1.6940244949421783,1.0297288723847937,1.062943315902511,1.080050750967652,1.3292060437279711,1.3853292166228584,1.4757755908867964
EVX/BTC,6.624e-05,24.614688195737337,7.131887730992661e-05,7.490715185323549e-05,6.519e-05,22.272182898432607,7.516657209684274e-05,8.700258360554497e-05,7.227e-05,32.21058463764144,9.249303851169471e-05,0.00014514188734422782,0.9287863536065549,0.8842947350312168,0.8672738184203855,0.749288093507205,0.7813561016363655,0.4979265553340906
EXCL/BTC,3.503e-05,46.617826018448106,3.5978362842353765e-05,4.138261559098842e-05,3.503e-05,37.527498656187774,4.110691161465261e-05,5.385964291099808e-05,3.857e-05,14.6763428508197,6.20462197368311e-05,0.00010723780120076924,0.9736407449524815,0.84649071837857,0.8521681299821492,0.6503942118199026,0.6216333591892393,0.35966794887737147
EXN/BTC,1e-06,38.12248712970136,1.0076658883829523e-06,1.2790029409356995e-06,1e-06,44.109663084391286,1.1622927392479783e-06,1.153620150158616e-06,1e-06,46.677410732611065,1.201939103345199e-06,1.324840955504414e-06,0.9923924303964936,0.781859030963928,0.860368447837862,0.8668364538037117,0.8319889062738965,0.7548075833897091
EXP/BTC,8.379e-05,40.4998482284244,8.597950380215025e-05,9.27864246268416e-05,8.379e-05,36.278212805602564,9.260750929948696e-05,0.00011211949414177192,8.852e-05,18.859944758248886,0.00012388709234629634,0.0002138865561848728,0.9745345843447925,0.9030415854148659,0.9047862385438779,0.7473276671588431,0.7145215722116053,0.4138642539248131
EXY/BTC,1.804e-05,40.844476319570376,1.8969504772468525e-05,1.9324512382963637e-05,1.804e-05,39.30882437935119,1.9524408012296144e-05,2.0356222600767507e-05,1.963e-05,46.76130411380521,2.011382256652024e-05,1.4380004846912598e-05,0.9510000506804182,0.9335293767052019,0.9239716763058173,0.8862155004789456,0.9759457673985068,1.3650899432217216
FACE/BTC,1.01e-06,30.219338008526577,1.137739520176842e-06,1.368675719594375e-06,1.01e-06,26.642743511482692,1.3438910755702428e-06,1.6459458931486138e-06,1.2e-06,27.542757175824256,1.6091148687035391e-06,8.079554964612021e-07,0.8877251621205995,0.7379395904672926,0.7515490044990697,0.6136289195192921,0.745751607507572,1.4852303193132912
FCN/BTC,1.4999999999999999e-05,45.697976417438966,1.5053151617573083e-05,1.5347684545896704e-05,1.4999999999999999e-05,43.757618319898455,1.5277926624473003e-05,1.6317250603592484e-05,1.4999999999999999e-05,42.959793328073395,1.6964043530228852e-05,1.8878208493606048e-05,0.996469070469533,0.9773461237845379,0.9818086163584654,0.9192725149846952,0.8842231495852358,0.7945669211715943
FCT/BTC,0.0008023999999999999,40.59580328286256,0.0008485099283665614,0.0009119151951278404,0.0008023999999999999,28.3465653233072,0.0009173612781211108,0.0011663549889732946,0.0008955,29.885314854491988,0.0012864370680385874,0.0022492519813116893,0.9456577621250394,0.8799063819607834,0.8746826568082661,0.6879552173959724,0.6961086727432041,0.39813236019815534
FDZ/BTC,9.000000000000001e-07,28.475474686088962,1.0753470077012751e-06,1.1955291871350515e-06,9.000000000000001e-07,24.75020131429639,1.1960058913396203e-06,1.5055636021666513e-06,1.3e-06,45.99161793272772,1.2896166359205141e-06,6.28056425776439e-07,0.8369391401608053,0.752804707475814,0.7525046544644772,0.5977827829424232,1.0080515122015887,2.0698777158324053
FLDC/BTC,5.5e-07,46.52576452950141,5.547557013920703e-07,5.206193063148175e-07,5.5e-07,52.55314891129972,5.40367242132534e-07,8.224442392094788e-07,5.3e-07,32.766652336549114,9.278543457818232e-07,1.8718191754007855e-06,0.9914273951937104,1.0564341224553362,1.017826317208739,0.6687383457493141,0.5712103439612761,0.28314700851727237
FLIXX/BTC,5.48e-06,48.43322187375671,5.500586543569386e-06,5.707081348301327e-06,5.48e-06,47.348541303129274,5.750731176680796e-06,7.076720965692843e-06,5.25e-06,32.18654171090467,7.859444927994469e-06,1.1389526905899424e-05,0.9962573912061335,0.9602105990010259,0.9529223035535707,0.7743699414695635,0.6679861043748883,0.4609497868854115
FLO/BTC,9.68e-06,55.64255914526014,8.064401720407367e-06,5.982182512082035e-06,9.68e-06,65.50888106041994,6.139410591308423e-06,5.76503438527942e-06,5.93e-06,58.26162578253446,6.044309881451245e-06,9.51274744932512e-06,1.2003370287846997,1.6181385272765574,1.5766985862949119,1.6790879903018705,0.9810880177070274,0.6233740600798461
FLP/BTC,6.1e-06,27.04612993060278,6.527011293939413e-06,7.074548350990087e-06,6.1e-06,26.665893620315092,7.005282315873653e-06,7.126954232380894e-06,7.000000000000001e-06,47.02531682165989,7.283132236086542e-06,5.744397545127455e-06,0.9345778221134826,0.8622458561819429,0.8707714728609404,0.8559055946066009,0.961124935411213,1.2185786142077824
FOTA/BTC,3.41e-06,45.38854897247354,3.533785148773462e-06,3.749536957170495e-06,3.41e-06,32.705793674579304,3.7360615021799407e-06,4.098846339764033e-06,3.73e-06,38.276329375756866,4.316360456916317e-06,4.5620187498839185e-06,0.9649709465736969,0.9094456299407383,0.9127258740281207,0.8319414092005973,0.8641539642555193,0.8176204887572877
FREC/BTC,6.9e-07,54.5716771284509,6.873600457181682e-07,7.997397356245054e-07,6.9e-07,40.915084664847114,8.017032647506227e-07,8.378123630692536e-07,6.5e-07,33.45083297510564,7.614556054775046e-07,3.019469719920713e-07,1.0038407153547504,0.8627806888464642,0.8606675690844678,0.8235734281507189,0.8536282290448025,2.1526958714362205
FTC/BTC,8.42e-06,46.023326727907325,8.529573622192398e-06,8.868515148457656e-06,8.42e-06,43.19674353424399,8.956326647353643e-06,1.084994071397582e-05,8.28e-06,30.87445537662213,1.1770588714822415e-05,1.940129385601904e-05,0.9871536811749526,0.9494261281680668,0.9401175651055433,0.7760411067642231,0.7034482472039142,0.42677566050221033
FTX/BTC,2.49e-06,32.53813923932269,2.6169665154543585e-06,2.833833959154626e-06,2.48e-06,25.01289563058099,2.831590311693152e-06,3.88273397310567e-06,2.65e-06,15.863213196809408,4.354802512013676e-06,2.8562504613925293e-06,0.951483324412229,0.878668276225613,0.8758329161385927,0.6387251913672392,0.6085235766006368,0.927789784481304
FUEL/BTC,2.17e-06,39.46365449339756,2.2667666306733725e-06,2.529671061112244e-06,2.19e-06,38.51548992680527,2.545183702233739e-06,3.8103464062968492e-06,2.22e-06,18.625029498488747,4.27183953194639e-06,8.096211402394812e-06,0.9573107220814228,0.8578190395418034,0.8604486969164475,0.5747508930896363,0.5196824420482141,0.27420232620696355
FUN/BTC,2.71e-06,35.38581140115326,2.8429383700387238e-06,2.930760807148451e-06,2.72e-06,34.77112512523973,2.9198114679940713e-06,3.374325775908579e-06,2.73e-06,31.044628955402374,3.4862949087620926e-06,4.696315049066568e-06,0.953239095352984,0.9246745737113752,0.9315669966419636,0.8060869579990706,0.7830662842488456,0.5813068270499889
FXT/BTC,6.12e-06,41.77046165069322,6.32558258803936e-06,6.0816458965144615e-06,6.12e-06,46.5392299719699,6.134839464610901e-06,5.261766703938059e-06,6.35e-06,57.60217246418498,5.071735892033003e-06,2.484956776765016e-06,0.9674998175775804,1.00630653348422,0.9975811160672576,1.1631074398299748,1.2520368045928758,2.555376439290265
FYP/BTC,1.4000000000000001e-05,86.3513843233457,1.3469260357790665e-05,1.2474886964083556e-05,1.4000000000000001e-05,62.37824846499514,1.2573697899316408e-05,1.2825490979052706e-05,1.4000000000000001e-05,55.66932044538243,1.3172691219267896e-05,2.160882822875296e-05,1.0394037703712777,1.122254657722142,1.113435372163756,1.0915761449495827,1.0628048412401856,0.6478833489625059
GAM/BTC,0.00064,40.65806292805775,0.0006416222839003787,0.0006476456254471849,0.00064,42.52465281324254,0.0006488714890604487,0.0006876592405826013,0.00064,44.11784855513679,0.0007043017092652622,0.0009934992206713821,0.9974715904651614,0.9881947393037578,0.9863278180502362,0.9306935211948534,0.9087014720831181,0.6441877222284119
GAME/BTC,3.4399999999999996e-05,57.967107943033106,3.322196039656588e-05,3.1671796115449343e-05,3.4399999999999996e-05,57.728656316212536,3.2943736811630364e-05,5.241762678957553e-05,3.418e-05,30.22344332407389,6.655872404495071e-05,0.00015518560736339323,1.0354596655155812,1.0861398537236684,1.0442045538639537,0.6562677882784506,0.5135314790126745,0.22025238410132825
GAS/USDT,4.42,17.570149759330015,5.0615835379537115,6.402653079556247,4.42,20.677237624993865,6.266231667715168,9.155815675314113,4.83,18.63163047220525,10.458476524697678,22.164073636428032,0.8732445028037431,0.6903388244028271,0.7053681118705986,0.4827532747210271,0.4618263461790024,0.21792022889066723
GAT/BTC,5.6e-07,56.208769979359396,5.555413957292238e-07,5.610290051292524e-07,5.6e-07,47.37684057846293,5.714438537007981e-07,5.949404815737962e-07,5.9e-07,49.7462282697189,6.376996573682646e-07,6.367952585732299e-07,1.0080256922437323,0.9981658610876717,0.9799737916040481,0.9412706268005698,0.9252004343782819,0.9265144362442695
GBG/BTC,5.38e-06,37.062001966965425,5.6777428055064275e-06,6.03445290595483e-06,5.38e-06,36.280248474387676,5.952244184302644e-06,6.42135066094438e-06,5.67e-06,35.192146770485564,6.604661011084781e-06,9.194466667700787e-06,0.9475596525405011,0.8915472676389583,0.9038607680424511,0.8378299650760344,0.8584846353936842,0.6166752466369937
GBX/BTC,0.00020800000000000001,47.264891765565636,0.0002101590656625629,0.00022017547356037158,0.00020800000000000001,48.8183924353111,0.00021731387489851058,0.00029966388620387556,0.0002069,35.00907197636636,0.00029339658898217013,0.00015978124467512514,0.9897265166470166,0.9447010452005088,0.9571409101105012,0.6941110009448644,0.7051888391673613,1.2948954079102273
GBYTE/BTC,0.0099,43.70858044191978,0.01023658433846868,0.0115590493574776,0.0099,35.421705622660106,0.011571644482050206,0.015078843555867909,0.0105,25.302666065853767,0.016408752020331742,0.028893904043395056,0.96711946804328,0.8564718164816597,0.8555395920914058,0.6565490226966,0.639902412260827,0.36339845194440684
GEO/BTC,9.549999999999999e-05,38.455794982991705,9.69932939397225e-05,9.348201242280128e-05,9.549999999999999e-05,50.31014153018678,9.4082583836528e-05,0.00010497370324036862,9.545e-05,45.062530544163494,0.00011571323589631023,0.0002063964937602188,0.984604152729873,1.0215869077365571,1.015065659399138,0.9097516525764957,0.8248840269710549,0.4624594064610859
GLA/BTC,1.774e-05,17.025111971395358,1.920279142364373e-05,2.0375455809899296e-05,1.774e-05,34.296195442850596,2.024134810723745e-05,2.4933552040899006e-05,1.904e-05,39.78632081054382,2.394496773847761e-05,1.2429930597231367e-05,0.9238240216553805,0.8706553691614165,0.8764238382747306,0.7114910852212601,0.795156636164695,1.5317865092698872
GLD/BTC,8.02e-06,36.25027148934132,8.634055260279755e-06,8.379821064577719e-06,8.02e-06,40.884285333806254,8.575729237198681e-06,9.01218259674174e-06,8.67e-06,46.789734122818054,1.053983798419297e-05,1.510720124719344e-05,0.9288798552049273,0.9570610086056949,0.9351974366461908,0.8899065141999615,0.8225932896694197,0.5738984910663503
GNO/BTC,0.00512,42.89219408952757,0.005233619342198922,0.00572514059470829,0.00512,29.64470149449224,0.005680146315546945,0.006446459801368014,0.0053,29.56921808828238,0.006873112902584143,0.010423964916687073,0.9782904841239018,0.8943011818316537,0.9013852312195223,0.7942343794517227,0.7711207534518041,0.5084437680249252
GNT/USDT,0.1479,16.998627102070266,0.16208399149868116,0.1873854575052552,0.1481,24.283031883676834,0.1866723287207882,0.2566866315746797,0.1627,21.27945077836796,0.2880341932066301,0.3451581545791089,0.912489867953452,0.7892821671919347,0.7933687923372827,0.5769681073434173,0.5648634913400098,0.47137811418188524
GNX/USDT,0.0612,30.578920518434728,0.06881262574277866,0.07838924944593402,0.0612,23.816103373992707,0.07878364209478025,0.11347214783348132,0.0683,22.407620031664838,0.13677823592714153,0.24993753233425955,0.8893716718319306,0.7807193005746323,0.776811002547631,0.5393393988612085,0.4993484492399929,0.27326828172672146
GO/BTC,4.67e-06,43.233816601213256,4.759319410876587e-06,5.2633194191412126e-06,4.67e-06,44.75453500957016,5.2031712660627035e-06,7.535363840456247e-06,4.15e-06,31.85204448199145,6.1461358468110875e-06,2.9081112978008772e-06,0.9812327345224061,0.8872727699209216,0.8975295567262463,0.6197444607687641,0.6752210012008147,1.4270430444454594
GOLOS/BTC,5.400000000000001e-06,34.03701109801369,5.7790310696288025e-06,6.518118453223391e-06,5.400000000000001e-06,22.860041399455536,6.2835453096189126e-06,6.239740346157658e-06,5.86e-06,40.80408929634728,6.601758138290425e-06,1.0634439419013658e-05,0.9344126956470667,0.8284599365219499,0.8593874530885658,0.8654206265690596,0.8876423336401552,0.5510398591883194
GRC/BTC,3.41e-06,43.976824656798144,3.438087105774481e-06,3.5369031317364824e-06,3.41e-06,41.64867852210989,3.5324223614919952e-06,3.8375355701218535e-06,3.45e-06,36.01947836321037,3.976147252817383e-06,5.328781882616402e-06,0.9918306008805574,0.9641202693402072,0.9653432265556467,0.8885911121057627,0.8676741027524646,0.6474275127031601
GRMD/BTC,4.1e-06,55.55469337912224,3.872941031079595e-06,3.4728471991290483e-06,4.1e-06,55.89558119821453,3.542323106099669e-06,3.1920494580848136e-06,4.2999999999999995e-06,50.61873545157886,8.204125394555079e-06,1.7515160327901153e-05,1.0586270142246683,1.1805875021015133,1.1574325314763199,1.2844412512517722,0.5241265574577672,0.24550160657965667
GRS/BTC,6.641e-05,26.33823430648645,7.136958559347955e-05,7.314382054498439e-05,6.619e-05,30.569798400545267,7.336487986023489e-05,8.170157442163716e-05,7.379e-05,41.74699450476117,8.69229747088395e-05,6.146350022077972e-05,0.9305084154232126,0.9079372598421624,0.9022027995697188,0.8101435066405622,0.8489125026745781,1.2005499155587125
GSC/BTC,2.09e-06,40.485540371612956,2.3564852761475067e-06,2.851308538961564e-06,2.09e-06,40.660941914564134,2.8862061269731184e-06,4.904940956019178e-06,2.33e-06,23.280454211015996,5.779818577626677e-06,4.36024720789195e-06,0.886914092421927,0.7329967877700005,0.7241340043137764,0.42610094978517987,0.40312684017787115,0.534373371258114
